
time,ax,ay,az,wx,wy,wz,
0.002,0.23,0.29,0.02,-0.04,-0.00,0.05,
0.002,0.23,0.29,0.02,-0.04,-0.01,0.05,
0.002,0.23,0.29,0.02,-0.04,-0.01,0.05,
0.002,0.36,0.21,0.07,-0.04,-0.01,0.05,
0.003,0.36,0.21,0.07,-0.04,-0.01,0.05,
0.004,0.36,0.21,0.07,-0.04,-0.02,0.05,
0.006,0.36,0.21,0.07,-0.05,-0.02,0.04,
0.006,0.31,-0.02,0.08,-0.05,-0.02,0.04,
0.009,0.31,-0.02,0.08,-0.04,-0.01,0.04,
0.011,0.31,-0.02,0.08,-0.04,-0.00,0.04,
0.012,0.34,-0.27,0.15,-0.04,-0.00,0.04,
0.013,0.34,-0.27,0.15,-0.04,0.00,0.03,
0.016,-0.01,-0.20,0.12,-0.04,0.00,0.03,
0.016,-0.01,-0.20,0.12,-0.04,0.01,0.03,
0.019,-0.01,-0.20,0.12,-0.04,0.01,0.04,
0.022,-0.01,0.00,0.08,-0.04,0.01,0.04,
0.022,-0.01,0.00,0.08,-0.04,0.02,0.04,
0.023,-0.01,0.00,0.08,-0.04,0.02,0.04,
0.026,-0.01,0.00,0.08,-0.04,0.01,0.04,
0.026,0.07,0.06,0.05,-0.04,0.01,0.04,
0.028,0.07,0.06,0.05,-0.04,0.01,0.04,
0.031,0.02,0.07,0.12,-0.04,0.01,0.04,
0.031,0.02,0.07,0.12,-0.05,0.01,0.03,
0.033,0.02,0.07,0.12,-0.05,0.01,0.04,
0.035,0.02,0.07,0.12,-0.05,0.01,0.03,
0.035,-0.00,-0.00,0.14,-0.05,0.01,0.03,
0.038,-0.00,-0.00,0.14,-0.05,0.01,0.04,
0.04,-0.00,-0.00,0.14,-0.05,0.02,0.04,
0.041,-0.15,-0.02,0.14,-0.05,0.02,0.04,
0.043,-0.15,-0.02,0.14,-0.05,0.02,0.04,
0.045,-0.15,-0.02,0.14,-0.05,0.03,0.04,
0.045,-0.15,-0.08,0.19,-0.05,0.03,0.04,
0.048,-0.15,-0.08,0.19,-0.05,0.03,0.04,
0.05,-0.15,-0.08,0.19,-0.05,0.04,0.04,
0.051,-0.14,-0.20,0.17,-0.05,0.04,0.04,
0.053,-0.14,-0.20,0.17,-0.05,0.04,0.04,
0.055,-0.14,-0.20,0.17,-0.05,0.05,0.04,
0.056,-0.09,-0.29,0.20,-0.05,0.05,0.04,
0.058,-0.09,-0.29,0.20,-0.05,0.05,0.04,
0.06,-0.09,-0.29,0.20,-0.05,0.06,0.04,
0.06,-0.04,-0.32,0.17,-0.05,0.06,0.04,
0.072,-0.04,-0.32,0.17,-0.05,0.06,0.04,
0.073,-0.04,-0.32,0.17,-0.04,0.05,0.04,
0.073,0.02,-0.30,0.14,-0.04,0.05,0.04,
0.073,0.02,-0.30,0.14,-0.04,0.05,0.04,
0.073,0.09,-0.27,0.09,-0.04,0.05,0.04,
0.074,0.09,-0.27,0.09,-0.04,0.05,0.03,
0.074,0.09,-0.27,0.09,-0.04,0.05,0.03,
0.076,0.07,-0.23,0.08,-0.04,0.05,0.03,
0.076,0.07,-0.23,0.08,-0.03,0.05,0.03,
0.08,0.07,-0.23,0.08,-0.03,0.05,0.03,
0.08,0.08,-0.19,0.07,-0.03,0.05,0.03,
0.08,0.08,-0.19,0.07,-0.03,0.05,0.03,
0.084,0.08,-0.19,0.07,-0.03,0.05,0.03,
0.086,0.07,-0.15,0.04,-0.03,0.05,0.03,
0.087,0.07,-0.15,0.04,-0.02,0.05,0.03,
0.087,0.07,-0.15,0.04,-0.02,0.05,0.03,
0.09,0.04,-0.12,0.04,-0.02,0.05,0.03,
0.091,0.04,-0.12,0.04,-0.02,0.05,0.03,
0.091,0.04,-0.12,0.04,-0.01,0.05,0.03,
0.095,0.04,-0.12,0.04,-0.01,0.05,0.03,
0.096,0.04,-0.09,0.04,-0.01,0.05,0.03,
0.096,0.04,-0.09,0.04,-0.01,0.05,0.03,
0.099,0.04,-0.10,0.04,-0.01,0.05,0.03,
0.099,0.04,-0.10,0.04,-0.01,0.05,0.03,
0.102,0.04,-0.10,0.04,-0.01,0.05,0.03,
0.104,0.04,-0.10,0.04,-0.00,0.05,0.03,
0.105,0.03,-0.09,0.05,-0.00,0.05,0.03,
0.106,0.03,-0.09,0.05,-0.01,0.05,0.03,
0.109,0.01,-0.10,0.04,-0.01,0.05,0.03,
0.109,0.01,-0.10,0.04,-0.00,0.05,0.02,
0.112,0.01,-0.10,0.04,-0.00,0.05,0.02,
0.113,0.01,-0.10,0.04,-0.00,0.06,0.02,
0.114,0.02,-0.09,0.05,-0.00,0.06,0.02,
0.116,0.02,-0.09,0.05,0.00,0.05,0.02,
0.127,0.02,-0.11,0.04,0.00,0.05,0.02,
0.127,0.02,-0.11,0.04,-0.00,0.06,0.02,
0.127,0.02,-0.11,0.04,-0.00,0.05,0.02,
0.128,0.00,-0.09,0.05,-0.00,0.05,0.02,
0.128,0.00,-0.09,0.05,0.00,0.05,0.02,
0.128,0.00,-0.09,0.05,0.00,0.05,0.02,
0.136,-0.03,-0.10,0.05,0.00,0.05,0.02,
0.136,-0.03,-0.10,0.05,0.00,0.05,0.02,
0.137,-0.03,-0.10,0.05,0.00,0.05,0.02,
0.137,-0.03,-0.10,0.05,0.00,0.05,0.02,
0.137,-0.04,-0.08,0.05,0.00,0.05,0.02,
0.137,-0.04,-0.08,0.05,-0.00,0.05,0.02,
0.138,-0.04,-0.08,0.05,0.00,0.05,0.01,
0.139,-0.04,-0.05,0.05,0.00,0.05,0.01,
0.14,-0.04,-0.05,0.05,0.00,0.06,0.01,
0.143,-0.04,-0.05,0.05,0.00,0.05,0.01,
0.144,-0.04,-0.05,0.04,0.00,0.05,0.01,
0.145,-0.04,-0.05,0.04,-0.00,0.05,0.01,
0.148,-0.04,-0.05,0.04,-0.00,0.05,0.01,
0.148,-0.04,-0.06,0.05,-0.00,0.05,0.01,
0.15,-0.04,-0.06,0.05,-0.00,0.05,0.01,
0.152,-0.04,-0.04,0.05,-0.00,0.05,0.01,
0.153,-0.04,-0.04,0.05,-0.01,0.05,0.01,
0.155,-0.04,-0.04,0.05,-0.01,0.05,0.01,
0.157,-0.00,-0.05,0.08,-0.01,0.05,0.01,
0.158,-0.00,-0.05,0.08,-0.01,0.05,0.01,
0.165,-0.00,-0.05,0.08,-0.01,0.05,0.01,
0.165,-0.00,-0.03,0.08,-0.01,0.05,0.01,
0.165,-0.00,-0.03,0.08,-0.01,0.05,0.01,
0.166,-0.00,-0.03,0.08,-0.01,0.05,0.01,
0.167,0.02,-0.04,0.09,-0.01,0.05,0.01,
0.168,0.02,-0.04,0.09,-0.01,0.05,0.01,
0.17,0.02,-0.04,0.09,-0.01,0.06,0.01,
0.173,0.02,-0.04,0.09,-0.01,0.04,0.01,
0.173,0.05,-0.04,0.10,-0.01,0.04,0.01,
0.174,0.05,-0.04,0.10,-0.01,0.04,0.01,
0.184,0.05,-0.05,0.11,-0.01,0.04,0.01,
0.185,0.05,-0.05,0.11,-0.01,0.05,0.01,
0.185,0.05,-0.05,0.11,-0.01,0.05,0.01,
0.185,0.06,-0.05,0.12,-0.01,0.05,0.01,
0.185,0.06,-0.05,0.12,-0.01,0.05,0.01,
0.185,0.06,-0.05,0.12,-0.01,0.05,0.01,
0.187,0.06,-0.05,0.12,-0.01,0.05,0.01,
0.187,0.08,-0.04,0.13,-0.01,0.05,0.01,
0.189,0.08,-0.04,0.13,-0.01,0.05,0.01,
0.192,0.08,-0.03,0.13,-0.01,0.05,0.01,
0.192,0.08,-0.03,0.13,-0.01,0.05,0.01,
