
time,ax,ay,az,wx,wy,wz,
0.001,0.10,-0.30,0.05,0.04,-0.03,0.00,
0.001,0.10,-0.30,0.05,0.04,-0.01,0.00,
0.002,0.10,-0.30,0.05,0.05,-0.01,0.01,
0.004,0.08,-0.18,0.01,0.05,-0.01,0.01,
0.005,0.08,-0.18,0.01,0.04,0.01,0.01,
0.011,0.08,-0.18,0.01,0.04,0.02,0.01,
0.011,-0.04,-0.09,-0.08,0.04,0.02,0.01,
0.011,-0.04,-0.09,-0.08,0.04,0.03,0.01,
0.012,-0.04,-0.09,-0.08,0.04,0.04,0.02,
0.014,-0.16,-0.03,-0.08,0.04,0.04,0.02,
0.014,-0.16,-0.03,-0.08,0.03,0.05,0.02,
0.016,-0.16,-0.03,-0.08,0.03,0.07,0.02,
0.018,-0.16,-0.03,-0.08,0.02,0.09,0.02,
0.018,-0.12,0.07,-0.11,0.02,0.09,0.02,
0.027,-0.12,0.07,-0.11,0.01,0.12,0.01,
0.027,-0.12,0.07,-0.11,-0.00,0.14,0.01,
0.028,-0.02,0.10,-0.23,-0.00,0.14,0.01,
0.028,-0.02,0.10,-0.23,0.01,0.12,0.00,
0.028,-0.02,0.10,-0.23,0.01,0.12,0.00,
0.028,-0.12,-0.12,0.03,0.01,0.12,0.00,
0.03,-0.12,-0.12,0.03,0.01,0.12,-0.01,
0.033,-0.12,-0.12,0.03,0.01,0.12,-0.02,
0.033,0.16,-0.23,0.04,0.01,0.12,-0.02,
0.035,0.16,-0.23,0.04,0.01,0.11,-0.02,
0.043,0.16,-0.23,0.04,0.02,0.10,-0.02,
0.044,0.21,-0.29,0.05,0.02,0.10,-0.02,
0.044,0.21,-0.29,0.05,0.02,0.10,-0.02,
0.044,0.14,-0.33,0.15,0.02,0.10,-0.02,
0.044,0.14,-0.33,0.15,0.02,0.10,-0.03,
0.045,0.14,-0.33,0.15,0.02,0.10,-0.03,
0.048,0.08,-0.27,0.08,0.02,0.10,-0.03,
0.048,0.08,-0.27,0.08,0.02,0.10,-0.02,
0.05,0.08,-0.27,0.08,0.02,0.10,-0.02,
0.052,0.08,-0.27,0.08,0.02,0.10,-0.02,
0.053,0.03,-0.18,0.13,0.02,0.10,-0.02,
0.062,0.03,-0.18,0.13,0.02,0.10,-0.02,
0.063,0.03,-0.18,0.13,0.02,0.09,-0.01,
0.063,-0.11,-0.05,0.11,0.02,0.09,-0.01,
0.063,-0.11,-0.05,0.11,0.02,0.10,-0.00,
0.063,-0.42,0.28,0.10,0.02,0.10,-0.00,
0.063,-0.42,0.28,0.10,0.01,0.11,0.00,
