
time,ax,ay,az,wx,wy,wz,
0.001,-0.02,-0.10,0.01,0.03,-0.01,0.00,
0.002,-0.02,-0.10,0.01,0.03,-0.00,0.01,
0.002,-0.03,-0.04,-0.03,0.03,-0.00,0.01,
0.002,-0.03,-0.04,-0.03,0.03,0.00,0.00,
0.002,-0.02,0.01,-0.07,0.03,0.00,0.00,
0.002,-0.02,0.01,-0.07,0.03,-0.00,0.01,
0.007,-0.02,0.01,-0.07,0.03,-0.00,0.01,
0.008,-0.02,0.01,-0.07,0.03,0.01,0.01,
0.008,0.02,0.09,-0.06,0.03,0.01,0.01,
0.009,0.02,0.09,-0.06,0.03,0.01,0.01,
0.012,0.07,0.09,-0.09,0.03,0.01,0.01,
0.013,0.07,0.09,-0.09,0.03,0.00,0.01,
0.014,0.07,0.09,-0.09,0.03,0.01,0.01,
0.017,0.10,0.10,-0.09,0.03,0.01,0.01,
0.017,0.10,0.10,-0.09,0.03,0.01,0.01,
0.025,0.10,0.10,-0.09,0.02,0.01,0.01,
0.026,0.13,0.11,-0.05,0.02,0.01,0.01,
0.027,0.13,0.11,-0.05,0.02,0.01,0.01,
0.027,0.13,0.11,-0.05,0.02,0.01,0.01,
0.027,0.12,0.12,-0.06,0.02,0.01,0.01,
0.027,0.12,0.12,-0.06,0.02,0.01,0.01,
0.029,0.12,0.12,-0.06,0.02,0.01,0.01,
0.032,0.15,0.16,-0.06,0.02,0.01,0.01,
0.032,0.15,0.16,-0.06,0.02,0.01,0.01,
0.034,0.15,0.16,-0.06,0.02,0.01,0.01,
0.043,0.18,0.18,-0.05,0.02,0.01,0.01,
0.043,0.18,0.18,-0.05,0.02,0.01,0.00,
0.044,0.18,0.18,-0.05,0.01,0.01,0.00,
0.044,0.18,0.18,-0.05,0.01,0.01,0.00,
0.044,0.17,0.18,-0.03,0.01,0.01,0.00,
0.044,0.17,0.18,-0.03,0.01,0.01,0.00,
0.047,0.17,0.18,-0.03,0.01,0.00,0.00,
0.047,0.13,0.19,-0.00,0.01,0.00,0.00,
0.048,0.13,0.19,-0.00,0.01,0.00,-0.00,
0.051,0.09,0.17,0.03,0.01,0.00,-0.00,
0.06,0.09,0.17,0.03,0.01,0.00,-0.00,
0.061,0.09,0.17,0.03,0.01,-0.00,-0.00,
0.061,-0.01,0.13,0.07,0.01,-0.00,-0.00,
0.061,-0.01,0.13,0.07,0.01,-0.00,0.00,
0.062,-0.01,0.13,0.07,0.01,-0.01,0.00,
0.062,-0.01,0.13,0.07,0.01,-0.00,0.00,
0.062,-0.05,0.10,0.08,0.01,-0.00,0.00,
0.063,-0.05,0.10,0.08,0.01,-0.00,0.00,
0.065,-0.05,0.10,0.08,0.01,0.00,0.00,
0.065,-0.00,0.09,0.05,0.01,0.00,0.00,
0.074,-0.00,0.09,0.05,0.01,0.00,0.00,
0.075,-0.00,0.09,0.05,0.01,0.00,0.00,
0.075,-0.01,0.04,0.03,0.01,0.00,0.00,
0.075,-0.01,0.04,0.03,0.01,-0.00,0.00,
0.075,-0.01,0.04,0.03,0.01,0.00,-0.00,
0.076,0.01,-0.01,0.03,0.01,0.00,-0.00,
0.078,0.01,-0.01,0.03,0.01,-0.00,-0.00,
0.08,0.01,-0.01,0.03,0.01,-0.00,-0.00,
0.08,0.02,-0.07,0.06,0.01,-0.00,-0.00,
0.083,0.02,-0.07,0.06,0.01,-0.00,-0.01,
0.09,0.02,-0.07,0.06,0.01,-0.01,-0.01,
0.09,0.04,-0.11,0.05,0.01,-0.01,-0.01,
0.091,0.04,-0.11,0.05,0.01,-0.01,-0.01,
0.091,0.06,-0.13,0.03,0.01,-0.01,-0.01,
0.091,0.06,-0.13,0.03,0.01,-0.01,-0.01,
0.093,0.06,-0.13,0.03,0.00,-0.01,-0.01,
0.094,0.06,-0.13,0.03,0.00,-0.01,-0.02,
0.095,0.06,-0.13,0.05,0.00,-0.01,-0.02,
0.097,0.06,-0.13,0.05,0.01,-0.02,-0.02,
0.1,0.06,-0.13,0.05,0.00,-0.02,-0.02,
0.1,0.02,-0.12,0.05,0.00,-0.02,-0.02,
0.107,0.02,-0.12,0.05,0.00,-0.02,-0.02,
0.107,-0.05,-0.12,0.07,0.00,-0.02,-0.02,
0.108,-0.05,-0.12,0.07,0.00,-0.02,-0.02,
0.108,-0.05,-0.12,0.07,0.00,-0.02,-0.02,
0.109,-0.11,-0.11,0.08,0.00,-0.02,-0.02,
0.11,-0.11,-0.11,0.08,-0.00,-0.02,-0.02,
0.112,-0.11,-0.11,0.08,-0.00,-0.02,-0.02,
0.114,-0.10,-0.10,0.10,-0.00,-0.02,-0.02,
0.114,-0.10,-0.10,0.10,0.00,-0.02,-0.01,
0.117,-0.10,-0.10,0.10,-0.00,-0.02,-0.01,
0.124,-0.10,-0.10,0.10,-0.01,-0.01,-0.01,
0.125,-0.10,-0.06,0.12,-0.01,-0.01,-0.01,
0.125,-0.10,-0.06,0.12,-0.01,-0.01,-0.01,
0.125,-0.11,-0.05,0.11,-0.01,-0.01,-0.01,
0.125,-0.11,-0.05,0.11,-0.01,-0.01,-0.01,
0.126,-0.11,-0.05,0.11,-0.01,-0.01,-0.01,
0.129,-0.11,-0.05,0.11,-0.01,-0.00,-0.01,
0.129,-0.06,-0.03,0.11,-0.01,-0.00,-0.01,
0.131,-0.06,-0.03,0.11,-0.01,0.00,-0.01,
0.142,-0.03,-0.02,0.11,-0.01,0.00,-0.01,
0.143,-0.03,-0.02,0.11,-0.01,-0.00,-0.01,
0.143,-0.03,-0.02,0.11,-0.02,0.00,-0.01,
0.143,-0.03,-0.02,0.11,-0.02,0.00,-0.00,
0.143,0.02,-0.01,0.12,-0.02,0.00,-0.00,
0.144,0.02,-0.01,0.12,-0.02,0.01,-0.00,
0.144,0.00,-0.04,0.09,-0.02,0.01,-0.00,
0.144,0.00,-0.04,0.09,-0.02,0.01,-0.00,
0.146,0.00,-0.04,0.09,-0.02,0.01,0.00,
0.148,0.00,-0.04,0.09,-0.02,0.01,0.00,
0.149,-0.01,-0.04,0.08,-0.02,0.01,0.00,
0.161,-0.01,-0.04,0.08,-0.02,0.01,0.00,
0.162,-0.01,-0.02,0.10,-0.02,0.01,0.00,
0.162,-0.01,-0.02,0.10,-0.02,0.01,0.00,
0.162,-0.01,-0.02,0.10,-0.03,0.01,0.00,
0.163,-0.05,0.00,0.11,-0.03,0.01,0.00,
0.163,-0.05,0.00,0.11,-0.02,0.01,0.01,
0.163,-0.05,0.00,0.11,-0.02,0.01,0.01,
0.165,-0.05,0.00,0.11,-0.02,0.01,0.01,
0.165,-0.05,0.04,0.06,-0.02,0.01,0.01,
0.166,-0.05,0.04,0.06,-0.02,0.01,0.02,
0.174,-0.09,0.08,0.05,-0.02,0.01,0.02,
0.174,-0.09,0.08,0.05,-0.02,0.01,0.02,
0.174,-0.09,0.08,0.05,-0.02,0.01,0.02,
0.175,-0.13,0.16,0.06,-0.02,0.01,0.02,
0.175,-0.13,0.16,0.06,-0.03,0.01,0.03,
0.177,-0.13,0.16,0.06,-0.03,0.02,0.03,
0.178,-0.12,0.26,0.02,-0.03,0.02,0.03,
