
time,ax,ay,az,wx,wy,wz,
0.002,-0.04,-0.29,-0.13,0.02,0.05,0.01,
0.003,-0.08,-0.12,-0.21,0.02,0.05,0.01,
0.003,-0.08,-0.12,-0.21,0.02,0.06,0.02,
0.003,0.00,0.07,-0.26,0.02,0.06,0.02,
0.003,0.00,0.07,-0.26,0.01,0.06,0.02,
0.005,0.00,0.07,-0.26,0.01,0.06,0.02,
0.008,0.02,-0.06,-0.16,0.01,0.06,0.02,
0.008,0.02,-0.06,-0.16,0.01,0.05,0.02,
0.009,0.02,-0.06,-0.16,0.01,0.05,0.01,
0.013,-0.03,-0.21,-0.08,0.01,0.05,0.01,
0.013,-0.03,-0.21,-0.08,0.01,0.05,0.01,
0.016,-0.03,-0.21,-0.08,0.01,0.04,0.01,
0.018,-0.03,-0.21,-0.08,0.01,0.04,0.01,
0.019,-0.09,-0.29,-0.03,0.01,0.04,0.01,
0.02,-0.09,-0.29,-0.03,0.01,0.04,0.01,
0.022,-0.09,-0.29,-0.03,0.00,0.03,0.01,
0.023,-0.10,-0.34,0.00,0.00,0.03,0.01,
0.024,-0.10,-0.34,0.00,0.00,0.03,0.01,
0.027,-0.10,-0.34,0.00,-0.00,0.03,0.01,
0.027,-0.07,-0.28,0.01,-0.00,0.03,0.01,
0.03,-0.07,-0.28,0.01,-0.00,0.03,0.01,
0.032,-0.08,-0.24,0.03,-0.00,0.03,0.01,
0.032,-0.08,-0.24,0.03,-0.01,0.03,0.01,
0.034,-0.08,-0.24,0.03,-0.01,0.02,0.01,
0.037,-0.08,-0.24,0.03,-0.01,0.02,0.01,
0.037,-0.05,-0.19,0.02,-0.01,0.02,0.01,
0.039,-0.05,-0.19,0.02,-0.02,0.02,0.00,
0.042,-0.09,-0.19,0.03,-0.02,0.02,0.00,
0.042,-0.09,-0.19,0.03,-0.02,0.02,0.00,
0.044,-0.09,-0.19,0.03,-0.02,0.02,0.00,
0.046,-0.09,-0.19,0.03,-0.02,0.02,-0.00,
0.047,-0.08,-0.21,0.03,-0.02,0.02,-0.00,
0.049,-0.08,-0.21,0.03,-0.03,0.01,-0.00,
0.051,-0.08,-0.21,0.03,-0.03,0.01,-0.00,
0.052,-0.11,-0.26,0.07,-0.03,0.01,-0.00,
0.053,-0.11,-0.26,0.07,-0.03,0.01,-0.00,
0.056,-0.11,-0.26,0.07,-0.03,0.00,-0.01,
0.056,-0.13,-0.28,0.07,-0.03,0.00,-0.01,
0.059,-0.13,-0.28,0.07,-0.04,0.00,-0.01,
0.062,-0.13,-0.28,0.07,-0.04,-0.00,-0.01,
0.062,-0.14,-0.33,0.09,-0.04,-0.00,-0.01,
0.063,-0.14,-0.33,0.09,-0.04,-0.01,-0.01,
0.066,-0.13,-0.38,0.12,-0.04,-0.01,-0.01,
0.067,-0.13,-0.38,0.12,-0.04,-0.01,-0.01,
0.068,-0.13,-0.38,0.12,-0.04,-0.01,-0.01,
