
time,ax,ay,az,wx,wy,wz,
0.002,0.19,0.07,-0.06,0.00,-0.09,-0.01,
0.002,0.13,0.03,-0.07,0.00,-0.09,-0.01,
0.002,0.13,0.03,-0.07,0.01,-0.09,-0.01,
0.002,0.13,0.03,-0.07,0.01,-0.08,-0.01,
0.008,0.04,-0.01,-0.00,0.01,-0.08,-0.01,
0.008,0.04,-0.01,-0.00,0.01,-0.08,-0.01,
0.008,0.04,-0.01,-0.00,0.01,-0.07,-0.01,
0.009,0.04,-0.01,-0.00,0.00,-0.06,-0.01,
0.009,0.06,-0.03,-0.02,0.00,-0.06,-0.01,
0.011,0.06,-0.03,-0.02,0.01,-0.06,-0.01,
0.013,0.06,-0.03,-0.02,0.00,-0.05,-0.01,
0.014,0.09,-0.05,-0.03,0.00,-0.05,-0.01,
0.015,0.09,-0.05,-0.03,0.00,-0.04,-0.01,
0.026,0.14,-0.05,-0.03,0.00,-0.04,-0.01,
0.026,0.14,-0.05,-0.03,0.00,-0.04,-0.01,
0.026,0.14,-0.05,-0.03,0.00,-0.03,-0.01,
0.027,0.11,-0.03,-0.03,0.00,-0.03,-0.01,
0.027,0.11,-0.03,-0.03,0.00,-0.03,-0.01,
0.027,0.11,-0.03,-0.03,0.00,-0.02,-0.01,
0.028,0.11,-0.03,-0.03,0.00,-0.02,-0.01,
0.029,0.07,0.04,-0.02,0.00,-0.02,-0.01,
0.03,0.07,0.04,-0.02,-0.00,-0.02,-0.01,
0.033,0.07,0.11,-0.01,-0.00,-0.02,-0.01,
0.033,0.07,0.11,-0.01,-0.00,-0.01,-0.01,
0.045,0.07,0.11,-0.01,-0.00,-0.01,-0.01,
0.046,0.06,0.11,0.01,-0.00,-0.01,-0.01,
0.047,0.06,0.11,0.01,-0.01,-0.00,-0.01,
0.047,0.06,0.11,0.01,-0.01,0.00,-0.01,
0.047,0.00,0.10,0.04,-0.01,0.00,-0.01,
0.048,0.00,0.10,0.04,-0.01,0.00,-0.01,
0.048,0.00,0.10,0.04,-0.01,0.01,-0.01,
0.048,0.00,0.08,0.09,-0.01,0.01,-0.01,
0.049,0.00,0.08,0.09,-0.01,0.02,-0.02,
0.05,0.00,0.08,0.09,-0.02,0.03,-0.02,
0.069,0.00,0.08,0.09,-0.02,0.03,-0.02,
0.071,0.02,-0.02,0.04,-0.02,0.03,-0.02,
0.072,0.02,-0.02,0.04,-0.02,0.03,-0.02,
0.072,-0.17,0.05,0.10,-0.02,0.03,-0.02,
0.072,-0.17,0.05,0.10,-0.02,0.03,-0.01,
0.073,-0.17,0.05,0.10,-0.02,0.02,-0.01,
0.073,-0.17,0.05,0.10,-0.02,0.02,-0.01,
0.074,-0.11,0.22,0.12,-0.02,0.02,-0.01,
0.074,-0.11,0.22,0.12,-0.02,0.01,-0.01,
0.074,-0.06,0.24,0.09,-0.02,0.01,-0.01,
0.075,-0.06,0.24,0.09,-0.02,0.01,-0.01,
0.075,-0.06,0.24,0.09,-0.02,0.00,-0.01,
0.075,-0.05,0.27,0.11,-0.02,0.00,-0.01,
0.076,-0.05,0.27,0.11,-0.02,-0.00,-0.01,
0.076,-0.05,0.27,0.11,-0.02,-0.01,-0.00,
0.077,-0.12,0.26,0.10,-0.02,-0.01,-0.00,
