
time,ax,ay,az,wx,wy,wz,
0.002,0.01,0.07,-0.17,-0.04,-0.02,0.00,
0.003,0.11,-0.06,-0.14,-0.04,-0.02,0.00,
0.003,0.11,-0.06,-0.14,-0.04,-0.02,-0.00,
0.003,0.11,-0.06,-0.14,-0.05,-0.02,-0.00,
0.003,0.11,-0.06,-0.14,-0.05,-0.02,-0.00,
0.004,0.15,-0.02,-0.17,-0.05,-0.02,-0.00,
0.005,0.15,-0.02,-0.17,-0.05,-0.02,-0.00,
0.007,0.39,-0.11,-0.10,-0.05,-0.02,-0.00,
0.008,0.39,-0.11,-0.10,-0.05,-0.03,-0.00,
0.01,0.39,-0.11,-0.10,-0.05,-0.03,-0.01,
0.012,-0.24,-0.30,-0.02,-0.05,-0.03,-0.01,
0.013,-0.24,-0.30,-0.02,-0.05,-0.04,-0.00,
0.015,-0.24,-0.30,-0.02,-0.05,-0.02,0.00,
0.017,0.13,-0.36,-0.09,-0.05,-0.02,0.00,
0.018,0.13,-0.36,-0.09,-0.05,-0.03,-0.00,
0.02,0.13,-0.36,-0.09,-0.05,-0.03,-0.01,
0.022,-0.34,-0.42,0.14,-0.05,-0.03,-0.01,
0.023,-0.34,-0.42,0.14,-0.04,-0.02,-0.01,
0.025,-0.34,-0.42,0.14,-0.04,-0.01,-0.01,
0.041,-0.09,-0.33,0.17,-0.04,-0.01,-0.01,
0.041,-0.09,-0.33,0.17,-0.04,-0.01,-0.01,
0.041,-0.09,-0.33,0.17,-0.04,-0.02,-0.02,
0.042,-0.29,-0.19,0.21,-0.04,-0.02,-0.02,
0.042,-0.29,-0.19,0.21,-0.03,-0.01,-0.02,
0.042,-0.29,-0.19,0.21,-0.03,-0.01,-0.02,
0.042,-0.29,-0.19,0.21,-0.03,-0.01,-0.02,
0.043,-0.02,-0.02,0.16,-0.03,-0.01,-0.02,
0.043,-0.02,-0.02,0.16,-0.03,-0.02,-0.02,
0.043,-0.02,-0.02,0.16,-0.02,-0.02,-0.02,
0.043,-0.10,0.09,0.14,-0.02,-0.02,-0.02,
0.045,-0.10,0.09,0.14,-0.02,-0.02,-0.02,
0.047,-0.10,0.09,0.14,-0.03,-0.02,-0.03,
0.048,0.09,0.17,0.08,-0.03,-0.02,-0.03,
0.051,0.09,0.17,0.08,-0.02,-0.03,-0.03,
0.051,0.02,0.20,0.08,-0.02,-0.03,-0.03,
0.052,0.02,0.20,0.08,-0.03,-0.03,-0.03,
0.054,0.02,0.20,0.08,-0.03,-0.03,-0.03,
0.058,0.12,0.19,0.05,-0.03,-0.03,-0.03,
0.058,0.12,0.19,0.05,-0.03,-0.04,-0.03,
0.058,0.12,0.19,0.05,-0.03,-0.04,-0.03,
0.064,0.12,0.19,0.05,-0.03,-0.04,-0.03,
0.064,0.04,0.13,0.11,-0.03,-0.04,-0.03,
0.065,0.04,0.13,0.11,-0.03,-0.05,-0.03,
0.066,0.02,0.09,0.13,-0.03,-0.05,-0.03,
0.066,0.02,0.09,0.13,-0.02,-0.05,-0.03,
0.068,0.02,0.09,0.13,-0.02,-0.05,-0.03,
0.071,0.02,0.09,0.13,-0.03,-0.04,-0.02,
0.071,-0.12,0.08,0.11,-0.03,-0.04,-0.02,
0.074,-0.12,0.08,0.11,-0.03,-0.04,-0.02,
0.075,-0.12,0.08,0.11,-0.03,-0.03,-0.01,
