
time,ax,ay,az,wx,wy,wz,
0.002,-0.23,0.27,0.11,-0.03,-0.04,-0.00,
0.003,-0.08,0.40,0.10,-0.03,-0.04,-0.00,
0.003,-0.08,0.40,0.10,-0.04,-0.03,-0.01,
0.003,-0.08,0.40,0.10,-0.05,-0.03,-0.01,
0.003,-0.08,0.40,0.10,-0.05,-0.02,-0.02,
0.003,-0.02,0.15,0.12,-0.05,-0.02,-0.02,
0.006,-0.02,0.15,0.12,-0.05,-0.01,-0.02,
0.008,-0.02,0.15,0.12,-0.05,-0.01,-0.02,
0.008,-0.03,-0.14,0.18,-0.05,-0.01,-0.02,
0.011,-0.03,-0.14,0.18,-0.05,-0.01,-0.02,
0.019,-0.10,-0.35,0.26,-0.05,-0.01,-0.02,
0.02,-0.10,-0.35,0.26,-0.04,-0.00,-0.01,
0.021,-0.10,-0.35,0.26,-0.04,0.00,-0.01,
0.021,-0.10,-0.35,0.26,-0.04,0.01,-0.02,
0.021,-0.03,-0.42,0.29,-0.04,0.01,-0.02,
0.022,-0.03,-0.42,0.29,-0.03,0.01,-0.01,
0.022,-0.03,-0.42,0.29,-0.03,0.01,-0.01,
0.023,0.03,-0.41,0.29,-0.03,0.01,-0.01,
0.025,0.03,-0.41,0.29,-0.02,0.01,-0.01,
0.03,0.03,-0.41,0.29,-0.02,0.01,-0.00,
0.031,0.09,-0.33,0.26,-0.02,0.01,-0.00,
0.031,0.09,-0.33,0.26,-0.01,0.02,0.00,
0.033,0.09,-0.33,0.26,-0.01,0.02,0.00,
0.034,0.12,-0.20,0.23,-0.01,0.02,0.00,
0.035,0.12,-0.20,0.23,-0.01,0.01,0.01,
0.04,0.13,-0.06,0.21,-0.01,0.01,0.01,
0.041,0.13,-0.06,0.21,-0.00,0.01,0.02,
0.041,0.13,-0.06,0.21,0.00,0.01,0.02,
0.045,0.13,-0.06,0.21,0.01,0.01,0.02,
0.045,0.15,0.09,0.12,0.01,0.01,0.02,
0.045,0.15,0.09,0.12,0.01,0.01,0.03,
0.05,0.15,0.09,0.12,0.01,0.01,0.03,
0.05,0.14,0.19,0.07,0.01,0.01,0.03,
0.051,0.14,0.19,0.07,0.01,0.01,0.03,
0.052,0.14,0.19,0.07,0.01,0.01,0.03,
0.053,0.19,0.22,0.03,0.01,0.01,0.03,
0.055,0.19,0.22,0.03,0.01,0.01,0.03,
0.057,0.18,0.22,-0.03,0.01,0.01,0.03,
0.058,0.18,0.22,-0.03,0.01,0.01,0.03,
0.059,0.18,0.22,-0.03,0.01,0.02,0.03,
0.061,0.18,0.20,-0.04,0.01,0.02,0.03,
0.062,0.18,0.20,-0.04,0.01,0.02,0.03,
0.067,0.18,0.20,-0.04,0.01,0.02,0.03,
0.068,0.18,0.20,-0.04,0.01,0.02,0.03,
0.069,0.17,0.17,-0.09,0.01,0.02,0.03,
0.07,0.17,0.17,-0.09,0.00,0.02,0.03,
0.071,0.17,0.17,-0.09,0.00,0.02,0.03,
0.072,0.15,0.12,-0.12,0.00,0.02,0.03,
0.074,0.15,0.12,-0.12,-0.00,0.03,0.02,
0.076,0.15,0.12,-0.12,-0.01,0.04,0.02,
0.077,0.02,0.06,-0.21,-0.01,0.04,0.02,
0.08,0.02,0.06,-0.21,-0.01,0.04,0.02,
0.083,0.02,0.06,-0.21,-0.01,0.03,0.02,
0.084,-0.10,0.05,-0.16,-0.01,0.03,0.02,
0.084,-0.10,0.05,-0.16,-0.00,0.03,0.01,
0.086,-0.10,0.05,-0.16,-0.01,0.04,0.01,
0.087,-0.14,0.04,-0.07,-0.01,0.04,0.01,
0.089,-0.14,0.04,-0.07,-0.01,0.04,0.01,
0.091,-0.19,0.08,-0.14,-0.01,0.04,0.01,
0.091,-0.19,0.08,-0.14,-0.01,0.04,0.01,
0.093,-0.19,0.08,-0.14,-0.01,0.04,0.01,
0.098,-0.19,0.08,-0.14,-0.01,0.03,0.01,
0.099,-0.19,0.12,-0.09,-0.01,0.03,0.01,
0.099,-0.19,0.12,-0.09,-0.01,0.03,0.00,
0.101,-0.19,0.12,-0.09,-0.01,0.03,0.01,
0.101,-0.19,0.16,-0.07,-0.01,0.03,0.01,
0.103,-0.19,0.16,-0.07,-0.01,0.04,0.02,
0.106,-0.19,0.16,-0.07,-0.02,0.05,0.03,
0.106,-0.35,0.43,-0.08,-0.02,0.05,0.03,
0.109,-0.35,0.43,-0.08,-0.02,0.04,0.02,
0.111,-0.35,0.43,-0.08,-0.03,0.04,0.02,
0.111,-0.22,0.50,-0.18,-0.03,0.04,0.02,
0.113,-0.22,0.50,-0.18,-0.03,0.03,0.02,
