
time,ax,ay,az,wx,wy,wz,
0.002,-0.02,0.25,-0.04,0.02,0.03,-0.01,
0.003,-0.10,0.23,-0.05,0.02,0.03,-0.01,
0.003,-0.10,0.23,-0.05,0.02,0.03,-0.01,
0.003,-0.10,0.23,-0.05,0.02,0.03,-0.01,
0.003,0.03,0.12,0.04,0.02,0.03,-0.01,
0.006,0.03,0.12,0.04,0.01,0.03,-0.01,
0.007,-0.00,0.07,0.08,0.01,0.03,-0.01,
0.007,-0.00,0.07,0.08,0.01,0.03,-0.00,
0.01,-0.00,0.07,0.08,0.01,0.03,-0.00,
0.012,0.01,0.00,0.12,0.01,0.03,-0.00,
0.013,0.01,0.00,0.12,0.01,0.03,-0.00,
0.014,0.01,0.00,0.12,0.01,0.04,0.00,
0.017,0.01,0.00,0.12,0.01,0.03,0.00,
0.018,0.04,-0.04,0.17,0.01,0.03,0.00,
0.019,0.04,-0.04,0.17,0.01,0.03,0.01,
0.022,0.04,-0.04,0.17,0.01,0.03,0.01,
0.022,0.04,-0.08,0.17,0.01,0.03,0.01,
0.024,0.04,-0.08,0.17,0.01,0.03,0.01,
0.028,0.04,-0.08,0.17,0.01,0.03,0.01,
0.028,0.13,-0.09,0.20,0.01,0.03,0.01,
0.029,0.13,-0.09,0.20,0.01,0.03,0.01,
0.032,0.09,-0.11,0.17,0.01,0.03,0.01,
0.032,0.09,-0.11,0.17,0.01,0.03,0.01,
0.034,0.09,-0.11,0.17,0.01,0.03,0.01,
0.036,0.18,-0.11,0.20,0.01,0.03,0.01,
0.036,0.18,-0.11,0.20,0.01,0.02,0.01,
0.039,0.18,-0.11,0.20,0.01,0.02,0.01,
0.041,0.18,-0.11,0.20,0.01,0.02,0.01,
0.041,0.12,-0.08,0.14,0.01,0.02,0.01,
0.044,0.12,-0.08,0.14,0.01,0.02,0.01,
0.047,0.08,-0.05,0.15,0.01,0.02,0.01,
0.047,0.08,-0.05,0.15,0.02,0.02,0.01,
0.048,0.08,-0.05,0.15,0.02,0.02,0.01,
0.051,0.08,-0.05,0.15,0.02,0.02,0.00,
0.051,0.03,-0.11,0.11,0.02,0.02,0.00,
0.054,0.03,-0.11,0.11,0.02,0.02,-0.00,
0.056,0.01,-0.15,0.11,0.02,0.02,-0.00,
0.056,0.01,-0.15,0.11,0.02,0.01,-0.01,
0.058,0.01,-0.15,0.11,0.02,0.01,-0.01,
0.069,0.01,-0.15,0.11,0.02,0.01,-0.01,
0.069,0.00,-0.15,0.09,0.02,0.01,-0.01,
0.07,0.00,-0.15,0.09,0.02,0.01,-0.01,
0.07,0.00,-0.15,0.09,0.02,0.01,-0.01,
0.07,-0.08,-0.15,0.05,0.02,0.01,-0.01,
0.07,-0.08,-0.15,0.05,0.02,0.02,-0.02,
0.07,-0.19,-0.13,0.02,0.02,0.02,-0.02,
0.07,-0.19,-0.13,0.02,0.02,0.02,-0.02,
0.072,-0.19,-0.13,0.02,0.02,0.02,-0.02,
0.075,-0.19,-0.13,0.02,0.02,0.01,-0.02,
0.075,-0.19,0.00,0.08,0.02,0.01,-0.02,
0.078,-0.19,0.00,0.08,0.02,0.02,-0.02,
0.082,-0.16,0.08,0.03,0.02,0.02,-0.02,
0.083,-0.16,0.08,0.03,0.02,0.02,-0.02,
0.083,-0.16,0.08,0.03,0.01,0.01,-0.02,
0.085,-0.17,0.16,0.03,0.01,0.01,-0.02,
0.086,-0.17,0.16,0.03,0.01,0.01,-0.02,
0.087,-0.17,0.16,0.03,0.01,0.01,-0.01,
0.09,-0.56,0.71,0.06,0.01,0.01,-0.01,
0.091,-0.56,0.71,0.06,0.01,0.02,0.01,
0.093,-0.56,0.71,0.06,0.01,0.03,0.01,
0.095,-0.56,0.71,0.06,-0.00,0.02,0.00,
0.095,-0.05,0.64,-0.17,-0.00,0.02,0.00,
0.097,-0.05,0.64,-0.17,-0.01,0.01,-0.00,
0.1,-0.05,0.64,-0.17,-0.02,0.02,-0.01,
0.1,-0.15,0.33,-0.03,-0.02,0.02,-0.01,
0.102,-0.15,0.33,-0.03,-0.02,0.01,-0.01,
0.105,-0.16,0.07,0.10,-0.02,0.01,-0.01,
0.106,-0.16,0.07,0.10,-0.02,0.02,-0.01,
0.107,-0.16,0.07,0.10,-0.02,0.02,-0.00,
0.111,-0.07,-0.10,0.12,-0.02,0.02,-0.00,
0.111,-0.07,-0.10,0.12,-0.02,0.02,-0.00,
0.113,-0.07,-0.10,0.12,-0.02,0.02,-0.00,
0.117,-0.07,-0.10,0.12,-0.02,0.02,-0.00,
0.117,-0.07,-0.10,0.12,-0.02,0.02,-0.00,
0.118,-0.04,-0.20,0.13,-0.02,0.02,-0.00,
0.119,-0.03,-0.23,0.15,-0.02,0.02,-0.00,
0.12,-0.03,-0.23,0.15,-0.02,0.02,-0.01,
0.122,-0.03,-0.23,0.15,-0.01,0.02,-0.00,
0.124,-0.03,-0.23,0.15,-0.01,0.02,-0.01,
0.124,-0.01,-0.21,0.15,-0.01,0.02,-0.01,
0.127,-0.01,-0.21,0.15,-0.01,0.02,-0.01,
0.129,-0.04,-0.16,0.14,-0.01,0.02,-0.01,
0.13,-0.04,-0.16,0.14,-0.01,0.02,-0.01,
0.131,-0.04,-0.16,0.14,-0.01,0.02,-0.01,
0.134,-0.04,-0.16,0.14,-0.01,0.02,-0.01,
0.134,-0.06,-0.11,0.12,-0.01,0.02,-0.01,
0.136,-0.06,-0.11,0.12,-0.00,0.01,-0.01,
0.139,-0.06,-0.11,0.12,-0.00,0.01,-0.01,
0.139,-0.05,-0.01,0.11,-0.00,0.01,-0.01,
0.141,-0.05,-0.01,0.11,0.00,0.01,-0.01,
0.144,-0.09,0.03,0.10,0.00,0.01,-0.01,
0.144,-0.09,0.03,0.10,0.00,0.01,-0.01,
0.146,-0.09,0.03,0.10,0.00,0.01,-0.01,
0.149,-0.10,0.07,0.10,0.00,0.01,-0.01,
0.149,-0.10,0.07,0.10,0.00,0.01,-0.01,
0.151,-0.10,0.07,0.10,0.00,0.01,-0.01,
0.154,-0.10,0.07,0.10,0.00,0.01,-0.01,
0.154,-0.12,0.09,0.10,0.00,0.01,-0.01,
0.156,-0.12,0.09,0.10,0.00,0.01,-0.01,
0.158,-0.12,0.09,0.10,0.00,0.01,-0.01,
0.158,-0.12,0.08,0.09,0.00,0.01,-0.01,
0.167,-0.12,0.08,0.09,0.00,0.00,-0.01,
0.168,-0.12,0.08,0.09,0.00,0.01,-0.01,
0.168,-0.12,0.06,0.11,0.00,0.01,-0.01,
0.168,-0.12,0.06,0.11,-0.00,0.01,-0.01,
0.169,-0.12,0.06,0.11,0.00,0.01,-0.01,
0.169,-0.11,0.04,0.12,0.00,0.01,-0.01,
0.17,-0.11,0.04,0.12,0.00,0.01,-0.01,
0.173,-0.11,0.04,0.12,0.00,0.01,-0.01,
0.174,-0.10,0.02,0.10,0.00,0.01,-0.01,
0.175,-0.10,0.02,0.10,0.00,0.01,-0.01,
0.179,-0.09,0.01,0.11,0.00,0.01,-0.01,
0.179,-0.09,0.01,0.11,0.00,0.01,-0.01,
0.182,-0.09,0.01,0.11,0.00,0.01,-0.00,
0.183,-0.08,0.01,0.10,0.00,0.01,-0.00,
0.184,-0.08,0.01,0.10,0.00,0.01,-0.00,
0.185,-0.08,0.01,0.10,0.00,0.01,-0.00,
0.188,-0.08,0.01,0.10,0.01,0.00,0.00,
0.188,-0.06,-0.02,0.09,0.01,0.00,0.00,
0.19,-0.06,-0.02,0.09,0.01,0.00,-0.00,
0.193,-0.02,-0.01,0.10,0.01,0.00,-0.00,
0.194,-0.02,-0.01,0.10,0.01,0.00,-0.00,
0.195,-0.02,-0.01,0.10,0.01,0.00,-0.00,
0.198,-0.02,-0.01,0.10,0.01,-0.00,0.00,
0.198,-0.01,-0.01,0.05,0.01,-0.00,0.00,
0.2,-0.01,-0.01,0.05,0.01,-0.00,0.00,
0.202,-0.02,-0.03,0.03,0.01,-0.00,0.00,
0.203,-0.02,-0.03,0.03,0.02,-0.01,0.00,
0.205,-0.02,-0.03,0.03,0.02,-0.01,0.00,
0.207,-0.01,-0.02,0.02,0.02,-0.01,0.00,
0.208,-0.01,-0.02,0.02,0.02,-0.01,0.00,
0.21,-0.01,-0.02,0.02,0.02,-0.01,-0.00,
0.212,-0.01,-0.02,0.02,0.02,-0.01,-0.00,
0.213,-0.01,-0.03,-0.00,0.02,-0.01,-0.00,
0.215,-0.01,-0.03,-0.00,0.02,-0.01,0.00,
0.217,-0.01,-0.03,-0.00,0.02,-0.01,-0.00,
0.218,-0.01,-0.03,-0.01,0.02,-0.01,-0.00,
0.22,-0.01,-0.03,-0.01,0.03,-0.01,0.00,
