
time,ax,ay,az,wx,wy,wz,
0.002,0.07,0.03,0.05,0.01,-0.02,-0.01,
0.002,0.07,0.03,0.05,0.01,-0.02,-0.01,
0.002,0.07,0.03,0.05,0.01,-0.02,-0.01,
0.002,0.07,0.03,0.05,0.01,-0.02,-0.01,
0.002,0.03,0.04,0.04,0.01,-0.02,-0.01,
0.003,0.03,0.04,0.04,0.01,-0.02,-0.01,
0.003,0.03,0.04,0.04,0.01,-0.02,-0.01,
0.005,0.07,0.00,0.07,0.01,-0.02,-0.01,
0.005,0.07,0.00,0.07,0.01,-0.03,-0.01,
0.009,0.07,0.00,0.07,0.01,-0.02,-0.01,
0.011,0.05,-0.03,0.07,0.01,-0.02,-0.01,
0.011,0.05,-0.03,0.07,0.00,-0.02,-0.01,
0.014,0.05,-0.03,0.07,0.01,-0.02,-0.01,
0.015,0.05,-0.09,0.09,0.01,-0.02,-0.01,
0.015,0.05,-0.09,0.09,0.01,-0.02,-0.01,
0.017,0.05,-0.09,0.09,0.01,-0.02,-0.01,
0.02,0.05,-0.09,0.09,0.00,-0.02,-0.01,
0.02,0.02,-0.11,0.08,0.00,-0.02,-0.01,
0.022,0.02,-0.11,0.08,0.01,-0.02,-0.01,
0.024,0.02,-0.11,0.08,0.01,-0.02,-0.01,
0.025,0.01,-0.11,0.09,0.01,-0.02,-0.01,
0.028,0.01,-0.11,0.09,0.00,-0.02,-0.01,
0.029,0.01,-0.11,0.09,0.01,-0.02,-0.01,
0.03,0.01,-0.13,0.09,0.01,-0.02,-0.01,
0.032,0.01,-0.13,0.09,0.01,-0.02,-0.01,
0.034,-0.02,-0.12,0.08,0.01,-0.02,-0.01,
0.034,-0.02,-0.12,0.08,0.01,-0.02,-0.01,
0.037,-0.02,-0.12,0.08,0.00,-0.02,-0.01,
0.039,-0.02,-0.10,0.05,0.00,-0.02,-0.01,
0.039,-0.02,-0.10,0.05,0.01,-0.02,-0.02,
0.041,-0.02,-0.10,0.05,0.01,-0.02,-0.02,
0.044,-0.02,-0.08,0.05,0.01,-0.02,-0.02,
0.045,-0.02,-0.08,0.05,0.01,-0.02,-0.01,
0.047,-0.02,-0.08,0.05,0.01,-0.02,-0.01,
0.049,-0.02,-0.08,0.05,0.00,-0.02,-0.02,
0.049,-0.03,-0.04,0.03,0.00,-0.02,-0.02,
0.052,-0.03,-0.04,0.03,0.01,-0.02,-0.01,
0.054,-0.03,-0.04,0.03,0.01,-0.02,-0.01,
