
time,ax,ay,az,wx,wy,wz,
0.002,0.06,0.07,-0.03,0.01,-0.07,-0.02,
0.002,0.06,0.07,-0.03,0.01,-0.08,-0.01,
0.003,0.05,0.10,-0.06,0.01,-0.08,-0.01,
0.003,0.05,0.10,-0.06,0.01,-0.08,-0.01,
0.004,0.05,0.10,-0.06,0.01,-0.08,-0.01,
0.005,0.04,0.14,-0.02,0.01,-0.08,-0.01,
0.017,0.04,0.14,-0.02,0.00,-0.07,-0.01,
0.018,0.04,0.14,-0.02,0.00,-0.07,-0.01,
0.018,0.04,0.17,-0.01,0.00,-0.07,-0.01,
0.019,0.04,0.17,-0.01,0.01,-0.07,-0.01,
0.019,0.04,0.17,-0.01,0.00,-0.07,-0.01,
0.019,0.08,0.27,-0.03,0.00,-0.07,-0.01,
0.02,0.08,0.27,-0.03,0.00,-0.07,-0.01,
0.02,0.08,0.27,-0.03,0.00,-0.06,-0.00,
0.02,0.17,0.28,-0.07,0.00,-0.06,-0.00,
0.021,0.17,0.28,-0.07,-0.00,-0.04,-0.00,
0.034,0.17,0.28,-0.07,-0.00,-0.04,0.00,
0.034,-0.12,0.12,-0.17,-0.00,-0.04,0.00,
0.035,-0.12,0.12,-0.17,-0.00,-0.04,0.00,
0.035,-0.12,0.12,-0.17,-0.00,-0.03,-0.00,
0.035,-0.15,0.08,-0.01,-0.00,-0.03,-0.00,
0.035,-0.15,0.08,-0.01,-0.01,-0.02,-0.01,
0.036,-0.15,0.08,-0.01,-0.01,-0.03,-0.02,
0.036,0.31,0.02,0.07,-0.01,-0.03,-0.02,
0.036,0.31,0.02,0.07,-0.01,-0.03,-0.02,
0.039,0.31,0.02,0.07,-0.01,-0.02,-0.02,
0.039,-0.22,-0.13,-0.02,-0.01,-0.02,-0.02,
0.049,-0.22,-0.13,-0.02,-0.01,-0.01,-0.02,
0.05,-0.22,-0.13,-0.02,-0.01,-0.01,-0.02,
0.05,0.16,-0.11,0.05,-0.01,-0.01,-0.02,
0.05,0.16,-0.11,0.05,-0.01,-0.02,-0.03,
0.051,0.07,-0.15,0.11,-0.01,-0.02,-0.03,
0.051,0.07,-0.15,0.11,-0.01,-0.02,-0.03,
0.052,0.07,-0.15,0.11,-0.01,-0.02,-0.03,
0.053,0.07,-0.15,0.11,-0.01,-0.01,-0.02,
0.053,-0.03,-0.21,-0.05,-0.01,-0.01,-0.02,
0.056,-0.03,-0.21,-0.05,-0.02,-0.01,-0.02,
0.077,0.03,-0.19,0.07,-0.02,-0.01,-0.02,
0.078,0.03,-0.19,0.07,-0.02,-0.00,-0.03,
0.078,0.03,-0.19,0.07,-0.01,-0.01,-0.02,
0.078,-0.23,-0.18,0.06,-0.01,-0.01,-0.02,
0.079,-0.23,-0.18,0.06,-0.01,-0.01,-0.02,
0.079,-0.23,-0.18,0.06,-0.01,0.00,-0.02,
0.079,-0.04,-0.08,-0.00,-0.01,0.00,-0.02,
0.079,-0.04,-0.08,-0.00,-0.01,0.00,-0.02,
0.08,-0.04,-0.08,-0.00,-0.01,0.00,-0.01,
0.08,-0.27,-0.03,0.05,-0.01,0.00,-0.01,
0.08,-0.27,-0.03,0.05,-0.00,0.00,-0.01,
0.08,-0.27,-0.03,0.05,-0.00,0.01,-0.01,
0.081,-0.22,0.06,0.02,-0.00,0.01,-0.01,
0.081,-0.22,0.06,0.02,-0.00,0.01,-0.01,
0.081,-0.22,0.06,0.02,-0.00,0.01,-0.01,
0.083,-0.14,0.11,0.02,-0.00,0.01,-0.01,
0.083,-0.14,0.11,0.02,-0.00,0.01,-0.01,
0.086,-0.14,0.11,0.02,-0.00,0.01,-0.01,
0.087,-0.20,0.14,-0.02,-0.00,0.01,-0.01,
0.087,-0.20,0.14,-0.02,-0.00,0.01,-0.01,
0.096,-0.20,0.14,-0.02,-0.01,0.01,-0.01,
0.097,-0.20,0.14,-0.02,-0.01,0.01,-0.01,
0.097,-0.06,0.17,-0.00,-0.01,0.01,-0.01,
0.097,-0.06,0.17,-0.00,-0.01,0.01,-0.01,
0.098,-0.06,0.17,-0.00,-0.01,0.01,-0.01,
0.098,-0.14,0.14,-0.03,-0.01,0.01,-0.01,
0.1,-0.14,0.14,-0.03,-0.01,0.01,-0.01,
0.107,-0.14,0.14,-0.03,-0.01,0.01,-0.01,
0.107,-0.04,0.13,-0.01,-0.01,0.01,-0.01,
0.107,-0.04,0.13,-0.01,-0.01,0.01,-0.01,
0.108,-0.04,0.13,-0.01,-0.01,0.01,-0.01,
0.108,-0.06,0.10,-0.02,-0.01,0.01,-0.01,
0.113,-0.06,0.10,-0.02,-0.01,0.01,-0.01,
0.114,-0.06,0.10,-0.02,-0.01,0.01,-0.01,
0.114,-0.03,0.05,-0.02,-0.01,0.01,-0.01,
0.114,-0.03,0.05,-0.02,-0.01,0.01,-0.01,
0.117,-0.03,0.05,-0.02,-0.01,0.00,-0.01,
0.117,0.00,0.02,0.03,-0.01,0.00,-0.01,
0.119,0.00,0.02,0.03,-0.01,0.01,-0.01,
0.121,-0.03,-0.02,0.01,-0.01,0.01,-0.01,
0.122,-0.03,-0.02,0.01,-0.01,0.01,-0.01,
0.129,-0.03,-0.02,0.01,-0.01,0.00,-0.00,
0.129,0.02,-0.02,0.03,-0.01,0.00,-0.00,
0.13,0.02,-0.02,0.03,-0.01,0.01,-0.00,
0.13,0.02,-0.02,0.03,-0.01,0.01,-0.01,
0.131,0.02,-0.02,0.03,-0.01,0.01,-0.01,
0.131,-0.01,-0.03,0.04,-0.01,0.01,-0.01,
0.133,-0.01,-0.03,0.04,-0.01,0.01,-0.01,
0.136,0.03,-0.02,0.04,-0.01,0.01,-0.01,
0.136,0.03,-0.02,0.04,-0.01,0.01,-0.01,
0.147,0.03,-0.02,0.04,-0.01,0.01,-0.01,
0.148,0.03,-0.02,0.04,-0.01,0.01,-0.01,
0.148,-0.00,-0.02,0.04,-0.01,0.01,-0.01,
0.148,-0.00,-0.02,0.04,-0.01,0.01,-0.01,
0.149,0.04,-0.02,0.03,-0.01,0.01,-0.01,
0.149,0.04,-0.02,0.03,-0.01,0.01,-0.01,
0.149,0.04,-0.02,0.03,-0.01,0.01,-0.01,
0.151,0.04,-0.02,0.03,-0.01,0.01,-0.01,
0.151,0.03,-0.02,0.03,-0.01,0.01,-0.01,
0.153,0.03,-0.02,0.03,-0.01,0.01,-0.01,
0.162,0.01,-0.02,0.04,-0.01,0.01,-0.01,
0.163,0.01,-0.02,0.04,-0.01,0.01,-0.01,
0.163,0.01,-0.02,0.04,-0.01,0.01,-0.01,
0.163,0.03,-0.02,0.02,-0.01,0.01,-0.01,
0.164,0.03,-0.02,0.02,-0.01,0.01,-0.01,
0.164,0.03,-0.02,0.02,-0.01,0.01,-0.01,
0.165,-0.00,0.00,0.01,-0.01,0.01,-0.01,
0.166,-0.00,0.00,0.01,-0.01,0.01,-0.01,
0.167,-0.00,0.00,0.01,-0.01,0.01,-0.01,
0.17,-0.00,0.00,0.01,-0.01,0.01,-0.01,
0.17,0.03,0.03,0.02,-0.01,0.01,-0.01,
0.179,0.03,0.03,0.02,-0.01,0.01,-0.01,
0.18,-0.00,0.02,0.01,-0.01,0.01,-0.01,
0.18,-0.00,0.02,0.01,-0.01,0.01,-0.01,
0.18,-0.00,0.02,0.01,-0.01,0.01,-0.01,
0.181,-0.00,0.02,0.01,-0.01,0.01,-0.01,
0.181,-0.00,0.05,-0.02,-0.01,0.01,-0.01,
0.182,-0.00,0.05,-0.02,-0.01,0.01,-0.01,
0.185,-0.03,0.05,-0.02,-0.01,0.01,-0.01,
0.186,-0.03,0.05,-0.02,-0.01,0.01,-0.01,
0.187,-0.03,0.05,-0.02,-0.01,0.01,-0.01,
0.204,-0.03,0.05,-0.02,-0.01,0.01,-0.01,
0.204,-0.03,0.07,-0.02,-0.01,0.01,-0.01,
0.205,-0.03,0.07,-0.02,-0.01,0.01,-0.01,
0.205,-0.03,0.07,-0.02,-0.01,0.01,-0.01,
0.206,-0.04,0.08,-0.03,-0.01,0.01,-0.01,
0.206,-0.04,0.08,-0.03,-0.02,0.01,-0.01,
0.207,-0.03,0.06,-0.02,-0.02,0.01,-0.01,
0.207,-0.03,0.06,-0.02,-0.02,0.01,-0.01,
0.207,-0.03,0.06,-0.02,-0.02,0.01,-0.01,
0.208,-0.02,0.06,-0.03,-0.02,0.01,-0.01,
0.208,-0.02,0.06,-0.03,-0.02,0.01,-0.01,
0.209,-0.02,0.06,-0.03,-0.02,0.01,-0.01,
0.209,-0.04,0.05,-0.03,-0.02,0.01,-0.01,
0.209,-0.04,0.05,-0.03,-0.02,0.01,-0.01,
0.216,-0.04,0.05,-0.03,-0.02,0.01,-0.01,
0.217,-0.06,0.02,-0.02,-0.02,0.01,-0.01,
0.217,-0.06,0.02,-0.02,-0.02,0.01,-0.01,
0.217,-0.06,0.02,-0.02,-0.02,0.01,-0.01,
0.219,-0.06,0.02,-0.01,-0.02,0.01,-0.01,
0.22,-0.06,0.02,-0.01,-0.02,0.01,-0.01,
0.221,-0.06,0.02,-0.01,-0.02,0.01,-0.01,
0.233,-0.05,-0.00,-0.02,-0.02,0.01,-0.01,
0.234,-0.05,-0.00,-0.02,-0.02,0.01,-0.01,
0.234,-0.05,-0.00,-0.02,-0.02,0.01,-0.01,
0.235,-0.05,-0.02,-0.03,-0.02,0.01,-0.01,
0.235,-0.05,-0.02,-0.03,-0.02,0.01,-0.01,
0.235,-0.05,-0.02,-0.03,-0.02,0.02,-0.01,
0.235,-0.06,-0.04,-0.00,-0.02,0.02,-0.01,
0.236,-0.06,-0.04,-0.00,-0.02,0.02,-0.01,
0.236,-0.06,-0.04,-0.00,-0.02,0.02,-0.01,
0.247,-0.07,-0.05,0.00,-0.02,0.02,-0.01,
0.248,-0.07,-0.05,0.00,-0.01,0.02,-0.01,
0.248,-0.07,-0.05,0.00,-0.01,0.02,-0.01,
0.248,-0.08,-0.06,0.00,-0.01,0.02,-0.01,
0.248,-0.08,-0.06,0.00,-0.01,0.01,-0.01,
0.248,-0.08,-0.06,0.00,-0.01,0.02,-0.01,
0.249,-0.08,-0.06,0.00,-0.01,0.01,-0.01,
0.249,-0.07,-0.06,0.01,-0.01,0.01,-0.01,
0.251,-0.07,-0.06,0.01,-0.01,0.01,-0.01,
0.254,-0.07,-0.06,0.01,-0.01,0.02,-0.01,
0.254,-0.06,-0.05,0.01,-0.01,0.02,-0.01,
0.262,-0.06,-0.05,0.01,-0.01,0.02,-0.01,
0.262,-0.08,-0.05,0.02,-0.01,0.02,-0.01,
0.262,-0.08,-0.05,0.02,-0.00,0.01,-0.01,
0.263,-0.08,-0.05,0.02,-0.00,0.01,-0.01,
0.263,-0.08,-0.05,0.02,-0.00,0.01,-0.01,
0.284,-0.06,-0.03,-0.01,-0.00,0.01,-0.01,
0.285,-0.06,-0.03,-0.01,0.00,0.02,-0.01,
0.285,-0.06,-0.02,-0.01,0.00,0.02,-0.01,
0.285,-0.06,-0.02,-0.01,0.00,0.01,-0.01,
0.286,-0.06,-0.02,-0.01,0.00,0.02,-0.01,
0.286,-0.06,-0.01,-0.00,0.00,0.02,-0.01,
0.287,-0.06,-0.01,-0.00,0.00,0.02,-0.01,
0.287,-0.06,-0.01,-0.00,0.00,0.02,-0.01,
0.287,-0.07,-0.00,-0.00,0.00,0.02,-0.01,
0.288,-0.07,-0.00,-0.00,0.00,0.02,-0.01,
0.288,-0.07,-0.00,-0.00,0.00,0.02,-0.01,
0.288,-0.07,-0.00,-0.00,0.00,0.02,-0.01,
0.288,-0.08,0.01,-0.02,0.00,0.02,-0.01,
0.289,-0.08,0.01,-0.02,0.00,0.02,-0.01,
0.289,-0.08,0.01,-0.02,0.01,0.02,-0.01,
0.289,-0.09,0.02,-0.03,0.01,0.02,-0.01,
0.295,-0.09,0.02,-0.03,0.01,0.02,-0.01,
0.295,-0.07,0.03,-0.03,0.01,0.02,-0.01,
0.296,-0.07,0.03,-0.03,0.01,0.02,-0.01,
0.296,-0.07,0.03,-0.03,0.01,0.02,-0.01,
0.297,-0.07,0.03,-0.03,0.01,0.02,-0.01,
0.297,-0.08,0.01,-0.05,0.01,0.02,-0.01,
0.299,-0.08,0.01,-0.05,0.01,0.02,-0.01,
0.302,-0.09,0.02,-0.05,0.01,0.02,-0.01,
0.302,-0.09,0.02,-0.05,0.01,0.02,-0.01,
0.314,-0.09,0.02,-0.05,0.01,0.01,-0.01,
0.314,-0.09,0.03,-0.06,0.01,0.01,-0.01,
0.315,-0.09,0.03,-0.06,0.01,0.01,-0.01,
0.315,-0.09,0.03,-0.06,0.01,0.01,-0.01,
