
time,ax,ay,az,wx,wy,wz,
0.005,0.25,-0.32,-0.00,-0.02,-0.04,-0.01,
0.006,0.27,-0.34,-0.00,-0.02,-0.04,-0.01,
0.006,0.27,-0.34,-0.00,-0.02,-0.03,-0.01,
0.007,0.27,-0.34,-0.00,-0.01,-0.04,-0.01,
0.007,0.27,-0.34,-0.00,-0.01,-0.04,-0.01,
0.008,0.27,-0.32,-0.02,-0.01,-0.04,-0.01,
0.008,0.27,-0.32,-0.02,-0.01,-0.03,-0.02,
0.009,0.27,-0.24,-0.02,-0.01,-0.03,-0.02,
0.009,0.27,-0.24,-0.02,-0.01,-0.03,-0.01,
0.03,0.27,-0.24,-0.02,-0.01,-0.03,-0.02,
0.031,0.16,-0.15,-0.12,-0.01,-0.03,-0.02,
0.031,0.16,-0.15,-0.12,-0.00,-0.03,-0.02,
0.031,0.16,-0.15,-0.12,-0.00,-0.03,-0.01,
0.031,0.16,-0.15,-0.12,-0.00,-0.03,-0.01,
0.032,0.06,-0.09,0.04,-0.00,-0.03,-0.01,
0.032,0.06,-0.09,0.04,0.00,-0.03,-0.01,
0.032,0.06,-0.09,0.04,0.00,-0.02,-0.00,
0.032,-0.03,0.00,0.02,0.00,-0.02,-0.00,
0.033,-0.03,0.00,0.02,0.00,-0.02,0.00,
0.033,-0.03,0.00,0.02,0.00,-0.02,0.00,
0.033,-0.14,0.10,0.01,0.00,-0.02,0.00,
0.033,-0.14,0.10,0.01,0.00,-0.01,0.01,
0.034,-0.14,0.10,0.01,-0.00,-0.01,0.01,
0.034,-0.14,0.18,0.03,-0.00,-0.01,0.01,
0.034,-0.14,0.18,0.03,-0.00,-0.01,0.01,
0.036,-0.02,0.21,0.05,-0.00,-0.01,0.01,
0.037,-0.02,0.21,0.05,-0.00,-0.01,0.01,
0.039,-0.02,0.21,0.05,-0.00,-0.01,0.00,
0.042,0.11,0.18,0.05,-0.00,-0.01,0.00,
0.045,0.11,0.18,0.05,-0.01,-0.00,0.00,
0.046,0.11,0.18,0.05,-0.01,-0.01,-0.00,
0.046,0.11,0.18,0.05,-0.01,-0.00,-0.00,
0.046,0.09,0.10,0.03,-0.01,-0.00,-0.00,
0.048,0.09,0.10,0.03,-0.01,-0.01,-0.01,
0.051,0.18,0.07,0.06,-0.01,-0.01,-0.01,
0.052,0.18,0.07,0.06,-0.01,-0.01,-0.01,
0.054,0.18,0.07,0.06,-0.01,-0.01,-0.01,
0.057,0.16,-0.01,0.04,-0.01,-0.01,-0.01,
0.057,0.16,-0.01,0.04,-0.01,-0.01,-0.01,
0.059,0.16,-0.01,0.04,-0.01,-0.01,-0.01,
0.062,0.16,-0.01,0.04,-0.01,-0.01,-0.01,
0.063,0.14,-0.06,0.04,-0.01,-0.01,-0.01,
0.063,0.14,-0.06,0.04,-0.01,-0.01,-0.02,
0.065,0.14,-0.06,0.04,-0.01,-0.01,-0.01,
0.066,0.15,-0.09,0.06,-0.01,-0.01,-0.01,
0.068,0.15,-0.09,0.06,-0.01,-0.01,-0.02,
0.071,0.10,-0.11,0.06,-0.01,-0.01,-0.02,
0.071,0.10,-0.11,0.06,-0.01,-0.01,-0.02,
0.073,0.10,-0.11,0.06,-0.01,-0.01,-0.02,
0.075,0.10,-0.11,0.06,-0.01,-0.01,-0.02,
0.076,0.12,-0.11,0.06,-0.01,-0.01,-0.02,
0.077,0.12,-0.11,0.06,-0.00,-0.01,-0.02,
0.08,0.07,-0.11,0.06,-0.00,-0.01,-0.02,
0.08,0.07,-0.11,0.06,-0.00,-0.01,-0.02,
0.082,0.07,-0.11,0.06,-0.00,-0.01,-0.02,
0.085,0.07,-0.11,0.06,-0.00,0.00,-0.01,
0.085,0.05,-0.09,0.04,-0.00,0.00,-0.01,
0.088,0.05,-0.09,0.04,-0.00,0.02,-0.01,
0.09,0.05,-0.09,0.04,-0.01,0.04,0.01,
0.09,-0.24,-0.02,-0.02,-0.01,0.04,0.01,
0.093,-0.24,-0.02,-0.02,-0.01,0.04,0.01,
0.095,-0.17,0.08,-0.08,-0.01,0.04,0.01,
0.095,-0.17,0.08,-0.08,-0.01,0.03,0.00,
0.097,-0.17,0.08,-0.08,-0.01,0.03,-0.00,
0.1,-0.17,0.08,-0.08,-0.01,0.03,-0.01,
0.1,0.01,0.07,0.10,-0.01,0.03,-0.01,
0.109,0.01,0.07,0.10,-0.01,0.03,-0.01,
0.109,0.01,0.07,0.10,-0.01,0.03,-0.01,
0.109,0.02,0.02,0.00,-0.01,0.03,-0.01,
0.11,0.02,0.02,0.00,-0.00,0.02,-0.00,
0.11,0.02,0.02,0.00,0.00,0.02,0.00,
0.11,0.02,0.02,0.15,0.00,0.02,0.00,
0.112,0.02,0.02,0.15,0.00,0.03,0.02,
0.114,-0.18,0.19,0.11,0.00,0.03,0.02,
0.115,-0.18,0.19,0.11,0.00,0.04,0.02,
0.118,-0.18,0.19,0.11,-0.00,0.03,0.02,
0.12,-0.18,0.19,0.11,-0.00,0.03,0.02,
0.12,0.10,0.26,-0.03,-0.00,0.03,0.02,
0.122,0.10,0.26,-0.03,-0.00,0.02,0.01,
0.124,0.10,0.26,-0.03,-0.00,0.02,0.01,
0.125,0.10,0.18,0.06,-0.00,0.02,0.01,
0.126,0.10,0.18,0.06,-0.00,0.03,0.02,
0.13,-0.18,0.23,0.10,-0.00,0.03,0.02,
0.13,-0.18,0.23,0.10,-0.00,0.04,0.03,
0.132,-0.18,0.23,0.10,-0.01,0.03,0.03,
0.135,0.04,0.18,-0.04,-0.01,0.03,0.03,
0.135,0.04,0.18,-0.04,-0.01,0.03,0.02,
0.136,0.04,0.18,-0.04,-0.01,0.03,0.01,
0.139,0.07,0.04,0.03,-0.01,0.03,0.01,
0.139,0.07,0.04,0.03,-0.01,0.02,0.01,
0.142,0.07,0.04,0.03,-0.01,0.03,0.01,
0.144,0.00,-0.10,0.05,-0.01,0.03,0.01,
0.144,0.00,-0.10,0.05,-0.01,0.03,0.01,
0.146,0.00,-0.10,0.05,-0.01,0.03,0.01,
0.149,0.00,-0.10,0.05,-0.01,0.03,0.01,
0.149,-0.00,-0.17,0.05,-0.01,0.03,0.01,
0.151,-0.00,-0.17,0.05,-0.01,0.03,0.01,
0.154,0.01,-0.20,0.07,-0.01,0.03,0.01,
0.154,0.01,-0.20,0.07,-0.01,0.02,0.01,
0.156,0.01,-0.20,0.07,-0.00,0.02,0.01,
0.158,0.02,-0.22,0.06,-0.00,0.02,0.01,
0.159,0.02,-0.22,0.06,-0.00,0.02,0.01,
0.161,0.02,-0.22,0.06,-0.00,0.02,0.01,
0.163,0.02,-0.22,0.06,-0.00,0.02,0.01,
0.164,0.01,-0.20,0.05,-0.00,0.02,0.01,
0.166,0.01,-0.20,0.05,0.00,0.02,0.01,
0.169,0.01,-0.20,0.05,0.00,0.02,0.01,
0.169,0.03,-0.17,0.04,0.00,0.02,0.01,
0.171,0.03,-0.17,0.04,0.00,0.02,0.01,
0.173,0.03,-0.17,0.04,0.00,0.02,0.01,
0.173,0.03,-0.11,0.03,0.00,0.02,0.01,
0.175,0.03,-0.11,0.03,0.00,0.02,0.01,
0.178,0.03,-0.06,0.03,0.00,0.02,0.01,
0.178,0.03,-0.06,0.03,0.00,0.02,0.01,
0.18,0.03,-0.06,0.03,0.00,0.02,0.01,
0.183,0.03,-0.06,0.03,0.01,0.02,0.01,
0.184,0.02,-0.02,0.01,0.01,0.02,0.01,
0.185,0.02,-0.02,0.01,0.00,0.02,0.01,
0.188,0.02,-0.02,0.01,0.00,0.02,0.01,
0.188,-0.00,0.03,-0.01,0.00,0.02,0.01,
0.19,-0.00,0.03,-0.01,0.00,0.02,0.01,
0.192,-0.00,0.03,-0.01,0.00,0.02,0.01,
0.193,0.01,0.05,-0.01,0.00,0.02,0.01,
0.195,0.01,0.05,-0.01,0.00,0.02,0.01,
0.198,0.01,0.05,-0.01,0.00,0.02,0.01,
0.198,0.01,0.06,0.02,0.00,0.02,0.01,
0.201,0.01,0.06,0.02,-0.00,0.02,0.01,
0.202,0.01,0.06,0.02,-0.00,0.03,0.01,
0.203,-0.01,0.06,0.01,-0.00,0.03,0.01,
0.224,-0.01,0.06,0.01,-0.00,0.03,0.01,
0.224,-0.01,0.06,0.01,-0.00,0.03,0.01,
0.224,0.00,0.06,0.01,-0.00,0.03,0.01,
0.224,0.00,0.06,0.01,-0.00,0.03,0.01,
0.225,0.00,0.06,0.01,-0.01,0.03,0.01,
0.225,-0.01,0.04,-0.01,-0.01,0.03,0.01,
0.225,-0.01,0.04,-0.01,-0.01,0.03,0.01,
0.226,-0.00,0.05,-0.00,-0.01,0.03,0.01,
0.226,-0.00,0.05,-0.00,-0.01,0.03,0.01,
0.226,-0.00,0.05,-0.00,-0.01,0.03,0.01,
0.226,-0.00,0.05,-0.00,-0.01,0.03,0.01,
0.227,0.00,0.03,0.02,-0.01,0.03,0.01,
0.227,0.00,0.03,0.02,-0.01,0.03,0.01,
0.227,0.00,0.03,0.02,-0.01,0.03,0.01,
0.227,0.00,0.03,0.02,-0.01,0.04,0.01,
0.229,0.00,0.03,0.02,-0.01,0.04,0.01,
0.231,0.01,0.00,0.03,-0.01,0.04,0.01,
0.232,0.01,0.00,0.03,-0.01,0.04,0.00,
0.239,0.01,0.00,0.03,-0.01,0.04,0.01,
0.24,0.01,0.00,0.03,-0.01,0.04,0.01,
0.24,0.02,0.02,0.05,-0.01,0.04,0.01,
0.24,0.02,0.02,0.05,-0.01,0.04,0.01,
0.241,-0.01,-0.01,0.04,-0.01,0.04,0.01,
0.241,-0.01,-0.01,0.04,-0.01,0.04,0.00,
0.244,-0.01,-0.01,0.04,-0.01,0.04,0.01,
0.247,-0.01,-0.01,0.04,-0.01,0.04,0.01,
0.247,-0.05,-0.03,0.08,-0.01,0.04,0.01,
0.248,-0.05,-0.03,0.08,-0.01,0.04,0.01,
0.251,-0.05,-0.06,0.13,-0.01,0.04,0.01,
0.252,-0.05,-0.06,0.13,0.00,0.04,0.01,
0.254,-0.05,-0.06,0.13,0.00,0.04,0.01,
0.256,-0.05,-0.06,0.13,0.01,0.04,0.01,
0.256,-0.07,-0.08,0.14,0.01,0.04,0.01,
0.258,-0.07,-0.08,0.14,0.01,0.04,0.01,
0.261,-0.07,-0.08,0.14,0.01,0.04,0.01,
0.261,-0.08,-0.10,0.16,0.01,0.04,0.01,
0.263,-0.08,-0.10,0.16,0.02,0.05,0.01,
0.267,-0.08,-0.10,0.16,0.02,0.05,0.01,
0.267,-0.07,-0.12,0.15,0.02,0.05,0.01,
0.268,-0.07,-0.12,0.15,0.02,0.05,0.01,
0.27,-0.07,-0.12,0.15,0.03,0.05,0.01,
0.271,-0.07,-0.12,0.14,0.03,0.05,0.01,
0.273,-0.07,-0.12,0.14,0.03,0.06,0.01,
0.275,-0.06,-0.14,0.09,0.03,0.06,0.01,
0.275,-0.06,-0.14,0.09,0.03,0.06,0.01,
0.277,-0.06,-0.14,0.09,0.04,0.06,0.01,
0.28,-0.06,-0.14,0.09,0.04,0.06,0.01,
0.28,-0.09,-0.13,0.06,0.04,0.06,0.01,
0.283,-0.09,-0.13,0.06,0.04,0.07,0.01,
0.285,-0.09,-0.13,0.06,0.05,0.07,0.01,
0.286,-0.11,-0.13,-0.01,0.05,0.07,0.01,
0.287,-0.11,-0.13,-0.01,0.05,0.08,0.01,
0.29,-0.11,-0.13,-0.01,0.05,0.08,0.00,
0.29,-0.12,-0.13,-0.08,0.05,0.08,0.00,
0.292,-0.12,-0.13,-0.08,0.05,0.08,0.00,
0.295,-0.12,-0.13,-0.08,0.06,0.08,0.00,
0.295,-0.14,-0.11,-0.11,0.06,0.08,0.00,
0.297,-0.14,-0.11,-0.11,0.06,0.08,0.00,
0.3,-0.15,-0.12,-0.13,0.06,0.08,0.00,
0.3,-0.15,-0.12,-0.13,0.06,0.09,0.00,
0.303,-0.15,-0.12,-0.13,0.07,0.08,0.00,
0.304,-0.15,-0.12,-0.13,0.07,0.08,0.00,
0.305,-0.11,-0.13,-0.17,0.07,0.08,0.00,
0.307,-0.11,-0.13,-0.17,0.07,0.09,0.00,
0.31,-0.11,-0.13,-0.17,0.08,0.09,-0.00,
0.31,-0.08,-0.13,-0.17,0.08,0.09,-0.00,
0.313,-0.08,-0.13,-0.17,0.08,0.08,-0.00,
0.314,-0.08,-0.13,-0.17,0.08,0.09,-0.00,
0.314,-0.04,-0.17,-0.21,0.08,0.09,-0.00,
0.317,-0.04,-0.17,-0.21,0.09,0.08,-0.01,
0.319,0.01,-0.19,-0.15,0.09,0.08,-0.01,
0.319,0.01,-0.19,-0.15,0.09,0.08,-0.00,
0.321,0.01,-0.19,-0.15,0.10,0.08,-0.01,
0.325,0.01,-0.19,-0.15,0.11,0.08,-0.01,
0.325,0.10,-0.20,-0.03,0.11,0.08,-0.01,
0.328,0.10,-0.20,-0.03,0.12,0.07,-0.01,
0.33,0.17,-0.15,0.05,0.12,0.07,-0.01,
0.331,0.17,-0.15,0.05,0.13,0.07,-0.02,
0.333,0.17,-0.15,0.05,0.14,0.07,-0.02,
0.334,0.22,-0.12,-0.00,0.14,0.07,-0.02,
0.335,0.22,-0.12,-0.00,0.15,0.07,-0.03,
0.337,0.22,-0.12,-0.00,0.16,0.07,-0.03,
0.339,0.22,-0.12,-0.00,0.17,0.08,-0.03,
0.34,0.25,-0.09,-0.06,0.17,0.08,-0.03,
0.342,0.25,-0.09,-0.06,0.19,0.08,-0.04,
0.344,0.23,-0.09,-0.20,0.19,0.08,-0.04,
0.344,0.23,-0.09,-0.20,0.20,0.08,-0.04,
0.346,0.23,-0.09,-0.20,0.21,0.09,-0.04,
0.35,0.23,-0.09,-0.20,0.22,0.09,-0.05,
0.35,0.21,-0.12,-0.27,0.22,0.09,-0.05,
0.351,0.21,-0.12,-0.27,0.23,0.09,-0.05,
0.354,0.21,-0.12,-0.27,0.24,0.10,-0.05,
0.354,0.20,-0.21,-0.33,0.24,0.10,-0.05,
0.356,0.20,-0.21,-0.33,0.26,0.10,-0.05,
0.359,0.20,-0.21,-0.33,0.27,0.10,-0.06,
0.359,0.15,-0.29,-0.34,0.27,0.10,-0.06,
0.361,0.15,-0.29,-0.34,0.28,0.11,-0.06,
0.363,0.15,-0.29,-0.34,0.30,0.12,-0.06,
0.363,0.13,-0.40,-0.35,0.30,0.12,-0.06,
0.374,0.13,-0.40,-0.35,0.31,0.12,-0.06,
0.394,0.13,-0.40,-0.35,0.33,0.12,-0.05,
0.394,0.10,-0.49,-0.41,0.33,0.12,-0.05,
0.394,0.10,-0.49,-0.41,0.34,0.13,-0.05,
0.395,0.04,-0.60,-0.46,0.34,0.13,-0.05,
0.395,0.04,-0.60,-0.46,0.36,0.14,-0.05,
0.395,0.04,-0.60,-0.46,0.37,0.15,-0.05,
0.396,0.04,-0.60,-0.46,0.38,0.15,-0.04,
0.396,-0.03,-0.70,-0.50,0.38,0.15,-0.04,
0.396,-0.03,-0.70,-0.50,0.40,0.16,-0.04,
0.396,-0.03,-0.70,-0.50,0.41,0.17,-0.04,
0.397,-0.06,-0.75,-0.52,0.41,0.17,-0.04,
0.397,-0.06,-0.75,-0.52,0.42,0.17,-0.03,
0.397,-0.08,-0.77,-0.52,0.42,0.17,-0.03,
0.397,-0.08,-0.77,-0.52,0.43,0.18,-0.03,
